,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
69,1367694626346340352,1367689356182360064,1614918784000.0,2021-03-05 04:33:04,+0000,,@SirPareshRawal Here in Delhi me and my friends are only booking hospitals with covaxin and getting the jabs.,en,[],[],48319709,48319709,unlimitedvirgo,rajani mahajan,5,04,https://twitter.com/unlimitedvirgo/status/1367694626346340352,[],[],0,,False,1,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'SirPareshRawal', 'name': 'Paresh Rawal', 'id': '355874903'}]",,,,
70,1367688915931439109,1367688915931439109,1614917422000.0,2021-03-05 04:10:22,+0000,,"What a shame inspite of 81%.efficacy results opposition states like Kerala, Punjab and Chhattisgarh refuse to use #Covaxin. This is insulting India’s scientists for the sake of politics. #VaccinationDrive  https://t.co/UZhnB3HILL",en,"['covaxin', 'vaccinationdrive']",[],45795876,45795876,rpsinghkhalsa,R P Singh: National Spokesperson BJP,5,04,https://twitter.com/rpsinghkhalsa/status/1367688915931439109,[],['https://pbs.twimg.com/media/EvsB0gSVcAMFzIs.jpg'],1,https://pbs.twimg.com/media/EvsB0gSVcAMFzIs.jpg,False,11,1,7,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
71,1367622873657995265,1367622873657995265,1614901676000.0,2021-03-04 23:47:56,+0000,,"Covaxin Trials: What 81% ""Interim Efficacy"" Means  https://t.co/eHsIefL43J",en,[],[],1734702540,1734702540,aditidasnigam,aditi,4,23,https://twitter.com/aditidasnigam/status/1367622873657995265,['https://www.newsclick.in/Covaxin-Trials-What-81%25-%22Interim-Efficacy%22-Means'],[],0,,False,0,0,2,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
72,1367457231730450434,1367457231730450434,1614862184000.0,2021-03-04 12:49:44,+0000,,#BharatBiotech cites @icmr_niv analysis that indicates vaccine-induced antibodies can neutralise UK variant #Covid19 strain. 81% effective is a smashing success &amp; testimony to India's global leadership in #pharma #biotech #Covaxin #health @drharshvardhan  https://t.co/Tg9oE8ERxJ,en,"['bharatbiotech', 'covid19', 'pharma', 'biotech', 'covaxin', 'health']",[],2184665196,2184665196,iamnikhilnanda,Nikhil Nanda 🇮🇳,4,12,https://twitter.com/iamnikhilnanda/status/1367457231730450434,['https://tinyurl.com/9y5hwjam'],[],0,,False,33,0,12,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
73,1367435558629171203,1367435558629171203,1614857017000.0,2021-03-04 11:23:37,+0000,,👍👍👏👏  #COVAXIN #COVID19Vaccine,und,"['covaxin', 'covid19vaccine']",[],141121573,141121573,Shubham_Neuro,Shubham Misra Writing Thesis 🧠⚛️,4,11,https://twitter.com/Shubham_Neuro/status/1367435558629171203,[],[],0,,False,0,0,0,https://twitter.com/ANI/status/1367434001946845184,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
74,1367395950029762560,1367395950029762560,1614847574000.0,2021-03-04 08:46:14,+0000,,आज मैने दिल्ली के गोयल हॉस्पिटल में भारत निर्मित #Covaxin लगवाई ।  @PMOIndia श्री @narendramodi के नेतृत्व में भारत में दुनिया का सबसे बड़ा टीकाकरण अभियान चल रहा है।  देश में ही निर्मित #COVID19 #वैक्सीन पूरी तरह से सुरक्षित है।  अपनी बारी आने पर टीकाकरण अवश्य करवाएं।  https://t.co/hzMKmgEAaV,hi,"['covaxin', 'covid19', 'वैक्सीन']",[],2834868063,2834868063,dushyanttgautam,Dushyant Kumar Gautam,4,08,https://twitter.com/dushyanttgautam/status/1367395950029762560,[],"['https://pbs.twimg.com/media/Evn3VdhVkAUOcea.jpg', 'https://pbs.twimg.com/media/Evn3V8_UUAAhnWD.jpg', 'https://pbs.twimg.com/media/Evn3WRdVEAQL0xF.jpg', 'https://pbs.twimg.com/media/Evn3XIJVoAEqtCF.jpg']",1,https://pbs.twimg.com/media/Evn3VdhVkAUOcea.jpg,False,161,17,57,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
75,1367374963846434816,1367374963846434816,1614842570000.0,2021-03-04 07:22:50,+0000,,Canada is more prosperous country than ours. Very modern and heaven for Democracy. It's atleast 100 times better than India. Agree? . Now poor India should give vaccines to Canada for atleast ₹25000 per dose. #KisanAndolan #VaccineMaitri #Canada  #Covaxin #FarmBills2020 #COVID19,en,"['kisanandolan', 'vaccinemaitri', 'canada', 'covaxin', 'farmbills2020', 'covid19']",[],265949761,265949761,siddhantrastogi,$!D ₹ 🇮🇳,4,07,https://twitter.com/siddhantrastogi/status/1367374963846434816,[],[],0,,False,1,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
76,1367354224233783296,1367354224233783296,1614837625000.0,2021-03-04 06:00:25,+0000,,Which vaccine you were given @ArvindKejriwal Ji - Covaxin or Covishield..?,en,[],[],896965487375941632,896965487375941632,RajeevB1979,Rajeev Bhardwaj,4,06,https://twitter.com/RajeevB1979/status/1367354224233783296,[],[],0,,False,0,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
77,1367351468458528772,1367351468458528772,1614836968000.0,2021-03-04 05:49:28,+0000,,A great win for Atmanirbhar Bharat! India’s indigenously developed #COVAXIN shows 81% interim efficacy in Phase 3 trial. We are now one step closer to winning the fight against COVID-19. #Unite2FightCOVID  https://t.co/QSBya2BTrm  https://t.co/uDZXadA5K1,en,"['covaxin', 'unite2fightcovid']",[],1249595727535210497,1249595727535210497,FOBSrinagar,Field Outreach Bureau Srinagar (J&K),4,05,https://twitter.com/FOBSrinagar/status/1367351468458528772,[],"['https://pbs.twimg.com/media/EvnO6B4UcAkkwYA.jpg', 'https://pbs.twimg.com/media/Evm_QLmUUAA55OL.jpg']",1,https://pbs.twimg.com/media/EvnO6B4UcAkkwYA.jpg,False,0,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
78,1367347964725751809,1367347964725751809,1614836133000.0,2021-03-04 05:35:33,+0000,,They are talking about the Pfizer vaccine which has completed all the clinical trials unlike covaxin and covishield,en,[],[],2548474316,2548474316,Aayash910,Ayash عياش احمد,4,05,https://twitter.com/Aayash910/status/1367347964725751809,[],[],0,,False,2,0,0,https://twitter.com/OmarAbdullah/status/1367117920573169667,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
79,1367335399991828480,1367335399991828480,1614833137000.0,2021-03-04 04:45:37,+0000,,"Dear @p_sahibsingh  In the budget speech FM @nsitharaman announced Rs 35,000 cr for the vaccination drive. With that amount Govt can procure &amp; distribute 1.5 billion doses covering 75 cr population. Why is the @narendramodi Govt charging for vaccines then? #Covaxin",en,['covaxin'],[],4529109740,4529109740,akshaylakra17,Akshay Lakra,4,04,https://twitter.com/akshaylakra17/status/1367335399991828480,[],[],0,,False,20,2,7,https://twitter.com/p_sahibsingh/status/1367025223418011651,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
80,1367314636547100673,1367090805752561672,1614828187000.0,2021-03-04 03:23:07,+0000,,@ikaveri We're you able to choose the vaccine that you wanted? Btw Covishield &amp; Covaxin?,en,[],[],29921513,29921513,nishantgoel2409,Nishant Kumar Goel,4,03,https://twitter.com/nishantgoel2409/status/1367314636547100673,[],[],0,,False,0,1,0,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'ikaveri', 'name': 'Kaveri 🇮🇳', 'id': '51552352'}]",,,,
81,1367276817623654401,1367276817623654401,1614819170000.0,2021-03-04 00:52:50,+0000,,For @sardesairajdeep &amp; others who raised question on efficacy of #Covaxin. It is the only available anti-CoVID vaccine that has been Phase III tested on Indians with very good efficacy.,en,['covaxin'],[],45795876,45795876,rpsinghkhalsa,R P Singh: National Spokesperson BJP,4,00,https://twitter.com/rpsinghkhalsa/status/1367276817623654401,[],[],0,,False,8,0,2,https://twitter.com/ANI/status/1367077781444567041,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
82,1367196126747660289,1367196126747660289,1614799932000.0,2021-03-03 19:32:12,+0000,,#COVAXIN #bharatkivaxin @ICMRDELHI @BharatBiotech  https://t.co/n11d7M0IB6,und,"['covaxin', 'bharatkivaxin']",[],595549263,595549263,aarambh_rishabh,ऋषभ शुक्ला🇮🇳,3,19,https://twitter.com/aarambh_rishabh/status/1367196126747660289,[],['https://pbs.twimg.com/media/EvlBoYZVgAElcqs.jpg'],1,https://pbs.twimg.com/media/EvlBoYZVgAElcqs.jpg,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
83,1367170886617374725,1367170886617374725,1614793914000.0,2021-03-03 17:51:54,+0000,,"Phase 3 Clinical Trial of COVAXIN, developed by ICMR   https://t.co/WXHwKQEXWh",en,[],[],2205300924,2205300924,rav26051,Ravi Kumar Gupta,3,17,https://twitter.com/rav26051/status/1367170886617374725,['https://pib.gov.in/PressReleasePage.aspx?PRID=1702293'],[],0,,False,0,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
84,1367146524451332100,1367146524451332100,1614788106000.0,2021-03-03 16:15:06,+0000,,#Covaxin #phase3trial shows 81% efficiency. Is it safe for people with this much efficiency. @aiims_nd @adarpoonawalla @BharatBiotech,en,"['covaxin', 'phase3trial']",[],1166836957890019329,1166836957890019329,Aishley_R,Aishwarya Gupta,3,16,https://twitter.com/Aishley_R/status/1367146524451332100,[],[],0,,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
85,1367145476064038917,1367145476064038917,1614787856000.0,2021-03-03 16:10:56,+0000,,India’s indigenously developed COVAXIN shows 81% interim efficacy in Phase 3 trial  https://t.co/daKOYJwltk,en,[],[],314770263,314770263,pankajkwankhede,PANKAJ WANKHEDE,3,16,https://twitter.com/pankajkwankhede/status/1367145476064038917,[],['https://pbs.twimg.com/media/EvkTkIvVEAALEym.jpg'],1,https://pbs.twimg.com/media/EvkTkIvVEAALEym.jpg,False,6,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
86,1367120678462234625,1367120678462234625,1614781944000.0,2021-03-03 14:32:24,+0000,,#modi_jawab_do #Modi #_modi_rojgar_do #ArvindKejriwal #MustListen_Satsang ✔️🚩🚩 #BJP #AmitShah #CongressMuktBharat #BharatBandh #BjymWelcomeNadda #Covaxin #Congress #BJPseSabPareshan #AIIMS #BengalElections2021 #muslim #AIMIM #BJPHataoBetiBachao #AlBurhanOnlineCourse,und,"['modi_jawab_do', 'modi', '_modi_rojgar_do', 'arvindkejriwal', 'mustlisten_satsang', 'bjp', 'amitshah', 'congressmuktbharat', 'bharatbandh', 'bjymwelcomenadda', 'covaxin', 'congress', 'bjpsesabpareshan', 'aiims', 'bengalelections2021', 'muslim', 'aimim', 'bjphataobetibachao', 'alburhanonlinecourse']",[],3311460361,3311460361,being_rkg,Ravi Gupta 🌞,3,14,https://twitter.com/being_rkg/status/1367120678462234625,[],[],0,,False,1,0,1,https://twitter.com/SaintRampalJiM/status/1367119783062167556,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
87,1367120111895683078,1367082341785423879,1614781809000.0,2021-03-03 14:30:09,+0000,,"@Dharma2X @Swamy39 @BharatBiotech INDIA :- Covaxin - 13,05,743 Covishield - 1,12,12,917  TAMIL NADU :- Covaxin - 6,669 Covishield - 3,42,792",und,[],[],226166345,226166345,YamanSrivastava,यमन श्रीवास्तव 🇮🇳,3,14,https://twitter.com/YamanSrivastava/status/1367120111895683078,[],[],0,,False,1,1,0,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'Dharma2X', 'name': 'Dharma', 'id': '1090510399324090369'}, {'screen_name': 'Swamy39', 'name': 'Subramanian Swamy', 'id': '60937837'}, {'screen_name': 'BharatBiotech', 'name': 'BharatBiotech', 'id': '2590932906'}]",,,,
88,1367115089032085505,1367082341785423879,1614780611000.0,2021-03-03 14:10:11,+0000,,@Dharma2X @Swamy39 @BharatBiotech According to data provided by Tamil Nadu Co-Win Statistics only 6657 beneficiaries vaccinated by Covaxin.,en,[],[],226166345,226166345,YamanSrivastava,यमन श्रीवास्तव 🇮🇳,3,14,https://twitter.com/YamanSrivastava/status/1367115089032085505,[],[],0,,False,0,1,0,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'Dharma2X', 'name': 'Dharma', 'id': '1090510399324090369'}, {'screen_name': 'Swamy39', 'name': 'Subramanian Swamy', 'id': '60937837'}, {'screen_name': 'BharatBiotech', 'name': 'BharatBiotech', 'id': '2590932906'}]",,,,
89,1367113524246290442,1367113524246290442,1614780238000.0,2021-03-03 14:03:58,+0000,,This will shut many mouths. #Covaxin,en,['covaxin'],[],21638596,21638596,gurucharan,Gurucharan,3,14,https://twitter.com/gurucharan/status/1367113524246290442,[],[],0,,False,0,0,0,https://twitter.com/ANI/status/1367077781444567041,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
90,1367096099421310981,1367096099421310981,1614776084000.0,2021-03-03 12:54:44,+0000,,"Covaxin phase 3 trial results out, Bharat Biotech says its Covid vaccine has 81% efficacy rate.",en,[],[],802068000895602688,802068000895602688,singh_manish09,Manish Singh,3,12,https://twitter.com/singh_manish09/status/1367096099421310981,[],[],0,,False,1,0,1,https://twitter.com/ANI/status/1367077781444567041,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
91,1367086819112673281,1367086819112673281,1614773871000.0,2021-03-03 12:17:51,+0000,,India’s First COVID-19 Vaccine produced by Bharat Biotech has announced Phase 3 results of its covid vaccine COVAXIN. The vaccine demonstrates Interim Clinical Efficacy of 81%.,en,[],[],17670329,17670329,sidhant,Sidhant Sibal,3,12,https://twitter.com/sidhant/status/1367086819112673281,[],[],0,,False,380,1,44,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
92,1367078331728896002,1367078331728896002,1614771848000.0,2021-03-03 11:44:08,+0000,,Bharat Biotech's #Covaxin demonstrates 80.6% efficacy in Phase 3 of trial.,en,['covaxin'],[],366050201,366050201,suchisoundlover,𝐒𝐮𝐜𝐡𝐢𝐭𝐡𝐫𝐚 𝐒𝐞𝐞𝐭𝐡𝐚𝐫𝐚𝐦𝐚𝐧,3,11,https://twitter.com/suchisoundlover/status/1367078331728896002,[],[],0,,False,5,0,3,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
93,1366943174044778497,1366943174044778497,1614739623000.0,2021-03-03 02:47:03,+0000,,देश के  यशस्वी रक्षा मंत्री आदरणीय श्री राजनाथ सिंह जी ने दिल्ली के आर. आर. हॉस्पिटल में भारत निर्मित #CoVaxin की प्रथम डोज़ लगवाई।  साथ ही मा0 रक्षा मंत्री जी ने डॉक्टरों और वैज्ञानिकों का आभार व्यक्त किया और समस्त देशवासियों से वैक्सीन लगवाने #LargestVaccineDrive  @PMOIndia  https://t.co/h9WpL3cVVw,hi,"['covaxin', 'largestvaccinedrive']",[],1361491084518506505,1361491084518506505,AkshayNai4,Akshay Nai,3,02,https://twitter.com/AkshayNai4/status/1366943174044778497,[],['https://pbs.twimg.com/media/EvhbkmSXYAQwOkT.jpg'],1,https://pbs.twimg.com/media/EvhbkmSXYAQwOkT.jpg,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
94,1366822569056161794,1366546284442644481,1614710869000.0,2021-03-02 18:47:49,+0000,,"@Dharma2X @Swamy39 सबसे सस्ती वैक्सीन - ₹250 (Covaxin &amp; Covishield) - INDIA सबसे महंगी वैक्सीन - ₹2,200 (CoronaVac) - China  https://t.co/n6FF2gdNny",und,[],[],226166345,226166345,YamanSrivastava,यमन श्रीवास्तव 🇮🇳,2,18,https://twitter.com/YamanSrivastava/status/1366822569056161794,[],['https://pbs.twimg.com/media/Evft4auVoAMtjhC.jpg'],1,https://pbs.twimg.com/media/Evft4auVoAMtjhC.jpg,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'Dharma2X', 'name': 'Dharma', 'id': '1090510399324090369'}, {'screen_name': 'Swamy39', 'name': 'Subramanian Swamy', 'id': '60937837'}]",,,,
95,1366815246447304710,1366815246447304710,1614709123000.0,2021-03-02 18:18:43,+0000,,#CovidVaccinations in India for above Age 60 has started: is there a choice which one can choose Covishield or Covaxin once you register and visit the designated centre/hospital,en,['covidvaccinations'],[],147145716,147145716,yemberzal,Vinod Kaul,2,18,https://twitter.com/yemberzal/status/1366815246447304710,[],[],0,,False,3,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
96,1366787374756192257,1366787374756192257,1614702478000.0,2021-03-02 16:27:58,+0000,,"""CORONA Mukt Bharat"" ke liye we got our 1st  shot 💉 of COVAXIN. Thanks &amp; respect to our  @PMOIndia , GoI,Scientists, Doctors, 🏥 Hospitals &amp; all staffs 🙏 #Covaxin #COVID19Vaccine #IndiaFightsCorona  #COVID19India  https://t.co/3lpUOsCTPn",en,"['covaxin', 'covid19vaccine', 'indiafightscorona', 'covid19india']",[],3244046138,3244046138,AnujMrr,Mr Anuj K Sinha🇮🇳,2,16,https://twitter.com/AnujMrr/status/1366787374756192257,[],['https://pbs.twimg.com/media/EvfN3ziVEAAeSqU.jpg'],1,https://pbs.twimg.com/media/EvfN3ziVEAAeSqU.jpg,False,2,0,2,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
97,1366785501638791169,1366785501638791169,1614702031000.0,2021-03-02 16:20:31,+0000,,"Rajnath gets his covaxin jab  NEW DELHI: Defence Minister Rajnath Singh took the first dose of the coronavirus vaccine at the Army's Research and Referral Hospital in New Delhi on Tuesday, a day after the start of the second phase of the inoculation drive. @rajnathsingh  https://t.co/3prIYH1Axo",en,[],[],1329353670069108738,1329353670069108738,JehlamTimes,Jehlam Times,2,16,https://twitter.com/JehlamTimes/status/1366785501638791169,[],['https://pbs.twimg.com/media/EvfMK3fVkAQGW9Y.jpg'],1,https://pbs.twimg.com/media/EvfMK3fVkAQGW9Y.jpg,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
98,1366763816709541888,1366763816709541888,1614696861000.0,2021-03-02 14:54:21,+0000,,#BreakingNews for all those who doubted #Covaxin .,en,"['breakingnews', 'covaxin']",[],1252907381463240705,1252907381463240705,AmyglobalL,Amyglobal Legal,2,14,https://twitter.com/AmyglobalL/status/1366763816709541888,[],[],0,,False,0,0,1,https://twitter.com/BharatBiotech/status/1366754241163894786,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
99,1366754481778483205,1366754481778483205,1614694636000.0,2021-03-02 14:17:16,+0000,,Pennsylvania-based Ocugen selected to market India's Covaxin in US  https://t.co/nrQTZciVqt,en,[],[],76568837,76568837,entryindia,rajesh mehta,2,14,https://twitter.com/entryindia/status/1366754481778483205,['https://www.americanbazaaronline.com/2021/03/02/pennsylvania-based-ocugen-selected-to-market-indias-covaxin-in-us-444394/#.YD5I5zm7az8.twitter'],[],0,,False,1,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
100,1366749811337142272,1366749811337142272,1614693522000.0,2021-03-02 13:58:42,+0000,,'राजनेता मोटी चमड़ी वाले होते हैं....' : जब पीएम मोदी के कमेंट ने एम्स की नर्सों को हंसा दिया #PMModi #Covaxin  https://t.co/AEkMiZVVej  via NaMo App  https://t.co/YrpjuZsHOH,hi,"['pmmodi', 'covaxin']",[],2152516406,2152516406,BjymGmail,Shambhu Kumar Dheeraj,2,13,https://twitter.com/BjymGmail/status/1366749811337142272,['https://www.indiatvnews.com/news/india/pm-modi-vaccine-aiims-nurses-sister-niveda-politician-are-thick-skinned-latest-news-688077'],['https://pbs.twimg.com/media/EversboXIAYY5Tp.jpg'],1,https://pbs.twimg.com/media/EversboXIAYY5Tp.jpg,False,1,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
101,1366734980416593921,1366734980416593921,1614689986000.0,2021-03-02 12:59:46,+0000,,प्रधानमंत्री श्री नरेन्द्र मोदी जी ने कैसे कोविड-19 टीकाकरण के दौरान वातावरण को हल्का करने के लिए किया हास्य का इस्तेमाल #CovidVaccine #Covaxin #LargestVaccineDrive  https://t.co/XyWiYA0aeW  via NaMo App  https://t.co/zMQUkLsdpY,hi,"['covidvaccine', 'covaxin', 'largestvaccinedrive']",[],2152516406,2152516406,BjymGmail,Shambhu Kumar Dheeraj,2,12,https://twitter.com/BjymGmail/status/1366734980416593921,['https://www.indiatoday.in/coronavirus-outbreak/vaccine-updates/story/how-pm-modi-used-humour-to-lighten-up-atmosphere-during-covid-19-vaccination-1774368-2021-03-01'],['https://pbs.twimg.com/media/EveeMnPWQAEHJss.jpg'],1,https://pbs.twimg.com/media/EveeMnPWQAEHJss.jpg,False,1,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
102,1366734438319595522,1366734438319595522,1614689857000.0,2021-03-02 12:57:37,+0000,,प्रधानमंत्री श्री नरेन्द्र मोदी जी ने कैसे कोविड-19 टीकाकरण के दौरान वातावरण को हल्का करने के लिए किया हास्य का इस्तेमाल #CovidVaccine #Covaxin #LargestVaccineDrive  https://t.co/dFWrFkwXcO  via NaMo App  https://t.co/xp67DIvYzU,hi,"['covidvaccine', 'covaxin', 'largestvaccinedrive']",[],923027592797503488,923027592797503488,begusarai_spk,आईना.. The Mirror,2,12,https://twitter.com/begusarai_spk/status/1366734438319595522,['https://www.indiatoday.in/coronavirus-outbreak/vaccine-updates/story/how-pm-modi-used-humour-to-lighten-up-atmosphere-during-covid-19-vaccination-1774368-2021-03-01'],['https://pbs.twimg.com/media/Evedr5PXYAIbmeh.jpg'],1,https://pbs.twimg.com/media/Evedr5PXYAIbmeh.jpg,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
103,1366723829536419845,1366723829536419845,1614687328000.0,2021-03-02 12:15:28,+0000,,देश के  यशस्वी रक्षा मंत्री आदरणीय श्री राजनाथ सिंह जी ने दिल्ली के आर. आर. हॉस्पिटल में भारत निर्मित #CoVaxin की प्रथम डोज़ लगवाई।  साथ ही मा0 रक्षा मंत्री जी ने डॉक्टरों और वैज्ञानिकों का आभार व्यक्त किया देशवासियों से वैक्सीन लगवाने की अपील की।  #LargestVaccineDrive  @PMOIndia  https://t.co/b9rskKFFbI,hi,"['covaxin', 'largestvaccinedrive']",[],4025605453,4025605453,jayktrivedibjp,Jay Kumar Trivedi,2,12,https://twitter.com/jayktrivedibjp/status/1366723829536419845,[],['https://pbs.twimg.com/media/EveUFD0VoAIzE3o.jpg'],1,https://pbs.twimg.com/media/EveUFD0VoAIzE3o.jpg,False,3,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
104,1366720063806480388,1366720063806480388,1614686430000.0,2021-03-02 12:00:30,+0000,,देश के यशस्वी रक्षा मंत्री आदरणीय श्री @rajnathsingh जी ने दिल्ली के आर. आर. हॉस्पिटल में भारत निर्मित #CoVaxin की प्रथम डोज़ लगवाई।  साथ ही मा0 रक्षा मंत्री जी ने डॉक्टरों और वैज्ञानिकों का आभार व्यक्त किया और समस्त देशवासियों से वैक्सीन लगवाने की अपील की।  #COVIDVaccination  https://t.co/fj2W6K13rM,hi,"['covaxin', 'covidvaccination']",[],1160521384654540800,1160521384654540800,AbhishekSTV,Abhishek Mishra 🕉️ 🇮🇳🇮🇳🇮🇳,2,12,https://twitter.com/AbhishekSTV/status/1366720063806480388,[],['https://pbs.twimg.com/media/EveQpjlVEAcm1Us.jpg'],1,https://pbs.twimg.com/media/EveQpjlVEAcm1Us.jpg,False,0,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
105,1366690805482627072,1366690805482627072,1614679454000.0,2021-03-02 10:04:14,+0000,,P M took Bharat bio tech covaxin,en,[],[],817770780935278596,817770780935278596,DrRachnaAgrawa2,Dr Rachna Agrawal UP convener beti bachao beti par,2,10,https://twitter.com/DrRachnaAgrawa2/status/1366690805482627072,[],[],0,,False,0,0,1,https://twitter.com/tinucherian/status/1366232298870370305,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
106,1366683452708323329,1366670969994022913,1614677701000.0,2021-03-02 09:35:01,+0000,,@PapaCJ My 75 year old mom wants covaxin Coz Modi got it😂,en,[],[],508856823,508856823,GeetuGeetub,Geetu (she/her),2,09,https://twitter.com/GeetuGeetub/status/1366683452708323329,[],[],0,,False,3,0,0,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'PapaCJ', 'name': 'Papa CJ: Comedian • Author • Executive Coach', 'id': '20248093'}]",,,,
107,1366650640882016260,1366650637715312641,1614669878000.0,2021-03-02 07:24:38,+0000,,#Follow Modi Ji 👍 #VACCINATIONS #PM #INDIA #PMO #MOHFW #AIIMS #IMA #DOCTORS #COVID19 #HEARTMATTERS #COVAXIN #COWIN,in,"['follow', 'vaccinations', 'pm', 'india', 'pmo', 'mohfw', 'aiims', 'ima', 'doctors', 'covid19', 'heartmatters', 'covaxin', 'cowin']",[],1296009124358926337,1296009124358926337,Dr_AshokSeth,Dr. Ashok Seth,2,07,https://twitter.com/Dr_AshokSeth/status/1366650640882016260,[],[],0,,False,0,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
108,1366650637715312641,1366650637715312641,1614669877000.0,2021-03-02 07:24:37,+0000,,"Truly Inspiring, our Honourable #PM #Modiji, for launching 2nd phase for  60+ by taking the #Covaxin #vaccination himself 1st👏👏🙏🏼huge confidence booster for our public &amp; profound encouragement to our great scientist &amp; researchers. Get over vaccine hesitancy, take the jab  https://t.co/cT6gJzsoij",en,"['pm', 'modiji', 'covaxin', 'vaccination']",[],1296009124358926337,1296009124358926337,Dr_AshokSeth,Dr. Ashok Seth,2,07,https://twitter.com/Dr_AshokSeth/status/1366650637715312641,[],['https://pbs.twimg.com/media/EvdRgj_VgAUxKrH.jpg'],1,https://pbs.twimg.com/media/EvdRgj_VgAUxKrH.jpg,False,3,2,1,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
109,1366573290232315907,1366572074349727744,1614651436000.0,2021-03-02 02:17:16,+0000,,@atahasnain53 Both Covaxin n Covishield are safe Sir; I participated in the Phase III Trials of Covaxin @AIIMS....no problems at all😎,en,[],[],3277496270,3277496270,pradeepsri72,pradeep Srivastava,2,02,https://twitter.com/pradeepsri72/status/1366573290232315907,[],[],0,,False,2,0,1,,covaxin,,"28.7041,77.1025,400mi",,,,,"[{'screen_name': 'atahasnain53', 'name': 'Syed Ata Hasnain', 'id': '1568616944'}]",,,,
110,1366569630924349440,1366569630924349440,1614650564000.0,2021-03-02 02:02:44,+0000,,Bravo Narendra bhai You took the Swadeshi vaccine COVAXIN gave a signal to our Nation for swadeshi Hats off to your great effort @narendramodi @BJP4India @BJP4Gujarat @GSPMI @Bittu_Tufani @NagarJitendra @Bhushanlalb @sethi_brahma @AkKhanna61 @yogivimal @nutan_jyot @dr_aktiku,en,[],[],871660705,871660705,MLMANDOWARA,MLMANDOWARA🇮🇳🇮🇳,2,02,https://twitter.com/MLMANDOWARA/status/1366569630924349440,[],[],0,,False,7,0,6,,covaxin,,"28.7041,77.1025,400mi",,,,,[],,,,
